surface_m2,nb_chambres,quartier,annee_construction,garage,prix
123,4,Banlieue Nord,1953,1,350700
74,2,Banlieue Sud,1954,1,234200
78,3,Centre-Ville,1963,1,434000
100,4,Centre-Ville,1958,0,458100
47,1,Quartier Résidentiel,2004,1,175300
72,2,Banlieue Sud,1951,1,190000
120,4,Centre-Ville,1962,1,690900
103,4,Zone Industrielle,1995,1,220000
179,7,Banlieue Sud,2015,1,562500
61,2,Banlieue Sud,1960,0,158000
52,1,Zone Industrielle,2005,1,113700
105,4,Quartier Résidentiel,1956,0,442200
140,5,Quartier Résidentiel,1993,0,600900
89,3,Quartier Résidentiel,1990,1,403600
159,7,Banlieue Nord,1959,0,414700
32,1,Banlieue Sud,1965,0,77500
49,1,Centre-Ville,1972,1,216500
70,2,Quartier Résidentiel,1963,1,273800
87,4,Quartier Résidentiel,1985,1,368700
129,5,Banlieue Sud,2018,1,404000
66,2,Centre-Ville,1995,1,326900
68,2,Banlieue Sud,1958,1,213500
131,5,Banlieue Nord,2002,0,380500
155,6,Quartier Résidentiel,1965,1,569400
82,2,Banlieue Nord,1953,1,251700
354,10,Quartier Résidentiel,2022,1,1520400
111,3,Centre-Ville,2014,0,683200
97,4,Banlieue Nord,1992,1,300300
136,5,Banlieue Sud,2020,0,394400
62,2,Zone Industrielle,1992,1,119100
100,3,Centre-Ville,1966,1,538900
52,1,Banlieue Sud,1956,1,142900
53,1,Banlieue Sud,1982,1,182400
59,2,Zone Industrielle,2020,0,130700
78,3,Quartier Résidentiel,1963,1,292900
154,6,Centre-Ville,1999,1,848100
34,1,Quartier Résidentiel,1992,0,113400
53,2,Quartier Résidentiel,2007,1,247600
49,1,Zone Industrielle,2015,0,101100
26,1,Centre-Ville,1976,1,159400
115,3,Centre-Ville,1998,1,760800
106,3,Zone Industrielle,1994,1,209800
73,4,Quartier Résidentiel,2010,1,315300
39,2,Centre-Ville,2017,1,229200
179,8,Quartier Résidentiel,1970,0,703000
75,3,Zone Industrielle,2004,1,162400
116,3,Banlieue Sud,1998,0,326600
167,6,Quartier Résidentiel,1955,1,670800
55,2,Banlieue Sud,2007,1,171600
75,3,Banlieue Nord,2021,0,255400
46,1,Zone Industrielle,1984,1,113400
33,1,Banlieue Nord,1987,0,100600
106,4,Banlieue Sud,1956,1,301300
174,7,Banlieue Nord,1991,0,634300
159,6,Quartier Résidentiel,1958,0,550600
145,5,Banlieue Sud,1986,1,411900
76,2,Zone Industrielle,1957,1,146200
75,2,Banlieue Nord,1957,1,225100
93,4,Quartier Résidentiel,2023,0,343700
59,2,Zone Industrielle,1962,1,133800
61,2,Banlieue Nord,1977,1,211100
33,1,Quartier Résidentiel,2007,0,124600
40,1,Banlieue Nord,2003,0,152100
71,3,Quartier Résidentiel,2019,1,346800
88,3,Quartier Résidentiel,1967,0,283100
45,2,Quartier Résidentiel,2016,0,175100
137,5,Quartier Résidentiel,1986,1,575100
39,1,Centre-Ville,2000,0,224800
86,3,Quartier Résidentiel,2018,1,393500
87,4,Banlieue Sud,1974,1,257500
342,10,Banlieue Sud,1996,1,953900
71,3,Banlieue Sud,2015,0,212800
77,2,Banlieue Sud,2024,1,277500
99,2,Banlieue Sud,1957,0,276300
92,3,Quartier Résidentiel,2018,1,415400
48,2,Zone Industrielle,2023,0,102600
69,3,Banlieue Nord,1984,1,218700
67,2,Quartier Résidentiel,1972,1,306000
181,7,Banlieue Sud,1973,1,455000
,4,Zone Industrielle,1954,1,229900
89,3,Banlieue Nord,1997,0,267000
36,2,Banlieue Sud,1986,1,99600
79,3,Banlieue Sud,2015,0,228700
88,3,Quartier Résidentiel,2021,1,376900
63,2,Quartier Résidentiel,1987,1,248000
64,2,Banlieue Sud,1957,1,143500
100,2,Centre-Ville,1960,1,523800
53,1,Quartier Résidentiel,1952,1,207900
79,3,Quartier Résidentiel,2020,0,371200
37,1,Banlieue Nord,1950,1,105400
166,6,Banlieue Nord,2012,0,587000
78,3,Quartier Résidentiel,1975,0,252800
27,1,Centre-Ville,1993,1,151600
185,8,Quartier Résidentiel,1959,0,542600
53,2,Banlieue Sud,1975,0,136000
114,5,Quartier Résidentiel,1975,1,532300
231,9,Banlieue Sud,2003,1,717000
110,3,Banlieue Sud,1988,1,223000
89,3,Banlieue Nord,2021,0,300500
73,3,Centre-Ville,1967,1,446200
29,1,Banlieue Sud,2008,1,103700
57,1,Banlieue Nord,1991,0,187500
41,1,Banlieue Nord,2016,1,173700
40,1,Banlieue Sud,2013,0,125200
94,4,Banlieue Nord,2013,0,323800
47,2,Quartier Résidentiel,1952,0,186800
215,9,Quartier Résidentiel,1996,0,662500
89,3,Banlieue Nord,2003,1,299100
62,1,Banlieue Sud,1989,1,209600
79,2,Banlieue Sud,1954,1,249500
39,1,Banlieue Sud,1971,1,122100
98,3,Quartier Résidentiel,2022,0,399100
38,2,Zone Industrielle,2014,0,78900
49,2,Quartier Résidentiel,2009,1,193600
51,2,Zone Industrielle,2021,1,109900
110,4,Banlieue Sud,1966,1,321800
48,2,Quartier Résidentiel,2001,0,223700
61,2,Quartier Résidentiel,1988,0,227200
110,4,Banlieue Nord,2019,0,307600
28,1,Banlieue Sud,1964,0,61100
158,6,Centre-Ville,2016,1,715700
50,1,Banlieue Sud,2004,1,156400
75,2,Banlieue Sud,1998,1,239900
94,3,Quartier Résidentiel,1998,0,388400
24,1,Banlieue Sud,1979,1,80100
57,2,Centre-Ville,1952,0,251900
29,1,Quartier Résidentiel,1970,1,128000
165,6,Banlieue Nord,2014,1,544400
61,2,Quartier Résidentiel,2008,1,236000
120,4,Banlieue Nord,1973,0,436200
113,4,Banlieue Sud,2003,1,399400
338,10,Quartier Résidentiel,1974,1,975500
105,3,Banlieue Nord,1988,0,279800
60,1,Quartier Résidentiel,1980,1,233700
47,2,Centre-Ville,2006,1,273800
115,4,Banlieue Sud,2014,0,364800
23,1,Centre-Ville,1986,0,148100
122,4,Quartier Résidentiel,2023,1,528700
89,3,Banlieue Nord,2024,1,321400
163,6,Centre-Ville,1980,1,957000
49,1,Banlieue Nord,1953,0,136300
52,1,Quartier Résidentiel,2023,0,220500
121,4,Quartier Résidentiel,1968,1,541000
93,3,Banlieue Sud,1979,1,239300
155,5,Centre-Ville,1991,0,816200
,2,Banlieue Nord,2004,1,204700
30,1,Banlieue Nord,1975,0,99800
69,2,Banlieue Sud,2000,1,204800
95,3,Centre-Ville,2006,0,633900
79,3,Banlieue Nord,1952,1,241300
46,2,Quartier Résidentiel,2023,0,179100
134,5,Quartier Résidentiel,1957,0,444900
106,4,Banlieue Nord,1981,1,303600
123,5,Quartier Résidentiel,1978,1,492400
134,4,Zone Industrielle,1956,1,242800
60,1,Banlieue Nord,2014,1,192000
39,1,Quartier Résidentiel,2024,1,186400
164,6,Centre-Ville,1950,0,817900
145,5,Banlieue Sud,2008,1,484200
30,1,Zone Industrielle,2010,1,77100
124,4,Banlieue Sud,1985,1,341900
89,2,Banlieue Nord,1995,0,357100
214,8,Quartier Résidentiel,1970,1,879800
137,4,Centre-Ville,1982,0,651700
119,5,Zone Industrielle,1964,0,238200
53,2,Centre-Ville,2010,0,295000
59,2,Quartier Résidentiel,1960,0,199100
68,3,Quartier Résidentiel,1976,1,214500
53,2,Quartier Résidentiel,2009,1,269300
70,3,Centre-Ville,1967,1,289700
82,2,Banlieue Sud,2019,1,231400
30,1,Zone Industrielle,1985,1,73200
80,2,Banlieue Sud,1971,0,207700
71,2,Banlieue Nord,2005,1,216800
105,4,Zone Industrielle,1960,1,213600
92,3,Centre-Ville,2013,0,510400
126,5,Centre-Ville,2020,1,665400
103,4,Banlieue Nord,1970,0,321100
106,4,Banlieue Sud,1995,1,301900
77,3,Banlieue Sud,1983,0,181100
52,2,Centre-Ville,2015,1,311700
61,2,Banlieue Nord,1985,0,194000
145,6,Zone Industrielle,2011,0,291400
97,4,Quartier Résidentiel,1966,1,413900
69,2,Centre-Ville,1974,1,415100
66,3,Banlieue Nord,2004,0,208900
202,7,Quartier Résidentiel,2003,1,802100
79,4,Quartier Résidentiel,1983,1,324400
57,1,Quartier Résidentiel,1970,1,206100
66,2,Banlieue Nord,1979,1,247100
46,1,Banlieue Nord,1977,0,171800
101,3,Banlieue Nord,2012,0,323000
40,1,Quartier Résidentiel,1994,1,168600
93,4,Centre-Ville,1980,1,476400
66,3,Banlieue Sud,1953,1,184000
128,5,Banlieue Nord,2013,1,416400
110,4,Quartier Résidentiel,1950,0,407600
33,1,Banlieue Nord,1964,1,92400
189,8,Quartier Résidentiel,1996,0,637900
224,10,Centre-Ville,1987,0,1269100
34,1,Banlieue Nord,1961,0,97600
72,3,Banlieue Sud,1969,1,260000
126,5,Quartier Résidentiel,1999,1,533200
156,6,Banlieue Sud,1975,1,367400
193,7,Quartier Résidentiel,1982,1,693300
74,3,Quartier Résidentiel,1967,1,306900
67,2,Banlieue Nord,2023,1,248300
160,5,Quartier Résidentiel,1959,1,537900
66,2,Centre-Ville,1990,1,346600
76,4,Quartier Résidentiel,1963,0,315000
193,7,Quartier Résidentiel,1957,0,525800
77,3,Centre-Ville,1959,0,383200
54,2,Zone Industrielle,2019,1,154600
136,5,Quartier Résidentiel,2020,0,606700
69,2,Quartier Résidentiel,1955,1,246000
115,4,Centre-Ville,2017,0,655600
115,4,Quartier Résidentiel,1978,0,463100
50,2,Quartier Résidentiel,2018,1,227600
34,1,Banlieue Sud,2009,1,100500
121,5,Centre-Ville,1971,0,660100
103,4,Banlieue Sud,2001,0,290100
174,6,Banlieue Nord,1998,1,617400
29,1,Zone Industrielle,1951,1,71700
97,3,Zone Industrielle,1953,1,193800
82,3,Quartier Résidentiel,1984,1,352600
266,10,Banlieue Nord,1988,1,767300
46,1,Centre-Ville,2004,0,287300
142,6,Banlieue Nord,2020,1,415100
46,1,Quartier Résidentiel,2024,1,171600
140,5,Quartier Résidentiel,1969,0,475200
44,2,Zone Industrielle,1962,1,97100
164,6,Banlieue Sud,1987,1,470500
73,3,Quartier Résidentiel,1981,1,280800
126,4,Banlieue Sud,1982,1,400600
109,5,Banlieue Sud,1969,1,299000
81,2,Banlieue Sud,1982,0,212500
167,6,Centre-Ville,2013,1,900800
111,4,Quartier Résidentiel,1980,0,454600
160,6,Zone Industrielle,1986,0,320200
43,2,Quartier Résidentiel,1954,1,134400
45,1,Zone Industrielle,1972,1,84200
39,1,Banlieue Sud,1998,0,116000
58,3,Banlieue Nord,1988,1,198100
105,3,Centre-Ville,1968,1,591300
31,2,Banlieue Nord,1984,0,84800
43,1,Quartier Résidentiel,1976,1,176100
164,6,Zone Industrielle,1993,0,321700
50,1,Centre-Ville,2011,1,324500
307,10,Zone Industrielle,1971,0,585200
146,5,Banlieue Nord,1987,0,525300
33,1,Quartier Résidentiel,2018,1,175800
85,3,Quartier Résidentiel,2017,0,273100
30,1,Quartier Résidentiel,1952,0,117500
45,1,Zone Industrielle,1991,1,107700
69,3,Centre-Ville,1960,0,334400
298,10,Banlieue Sud,2022,0,1072600
119,4,Quartier Résidentiel,1979,0,465200
62,2,Banlieue Nord,1994,1,218100
55,2,Quartier Résidentiel,2009,0,233200
61,2,Zone Industrielle,1985,1,141900
95,3,Quartier Résidentiel,2010,1,399400
121,5,Quartier Résidentiel,2024,1,503700
56,1,Banlieue Nord,1998,0,188700
172,6,Centre-Ville,1994,1,982900
113,3,Banlieue Nord,1967,0,308600
61,2,Quartier Résidentiel,1950,0,203600
,3,Quartier Résidentiel,2000,1,263400
43,1,Centre-Ville,2001,0,241800
109,4,Zone Industrielle,1970,1,248200
88,2,Quartier Résidentiel,2009,0,356600
129,5,Banlieue Nord,1981,1,346100
30,2,Banlieue Nord,2006,0,105100
27,1,Centre-Ville,1972,0,105000
620,10,Quartier Résidentiel,1995,0,2637300
51,1,Quartier Résidentiel,1966,0,139200
40,2,Banlieue Sud,1973,1,104000
56,2,Quartier Résidentiel,2009,0,239100
46,1,Centre-Ville,2008,1,231600
87,4,Centre-Ville,1990,0,485600
114,4,Quartier Résidentiel,1954,1,441200
57,2,Banlieue Sud,2015,1,190300
41,2,Banlieue Nord,1989,1,137700
21,1,Quartier Résidentiel,2017,0,89500
66,2,Centre-Ville,1974,0,393800
60,3,Centre-Ville,1995,1,376200
212,7,Quartier Résidentiel,2006,1,840500
68,2,Centre-Ville,1999,1,477500
69,2,Quartier Résidentiel,1959,1,270700
67,2,Banlieue Sud,1998,1,198300
109,4,Centre-Ville,1968,0,555900
195,7,Banlieue Sud,2004,0,493800
40,2,Banlieue Sud,2010,0,111800
59,2,Quartier Résidentiel,1998,0,211500
222,9,Quartier Résidentiel,1981,1,852100
121,5,Quartier Résidentiel,2008,1,430100
113,4,Centre-Ville,1965,1,548100
95,3,Banlieue Sud,2014,0,258000
48,2,Quartier Résidentiel,1987,1,190700
89,3,Centre-Ville,1998,0,437600
132,5,Quartier Résidentiel,1987,0,566200
146,6,Quartier Résidentiel,2017,0,588700
152,5,Zone Industrielle,1988,1,257500
,2,Zone Industrielle,2015,0,134300
47,1,Quartier Résidentiel,1956,0,161300
,1,Quartier Résidentiel,2001,0,236600
57,2,Banlieue Nord,2014,1,189100
62,2,Banlieue Sud,2020,1,195900
81,2,Quartier Résidentiel,2023,1,334500
83,2,Centre-Ville,1955,0,388600
124,5,Zone Industrielle,1986,1,270300
77,3,Banlieue Nord,2021,0,235800
50,2,Banlieue Sud,1975,0,126500
149,5,Zone Industrielle,1955,1,358400
87,2,Quartier Résidentiel,2008,1,347600
98,4,Quartier Résidentiel,1957,0,353400
119,4,Centre-Ville,1983,1,520600
189,7,Quartier Résidentiel,1952,1,623200
135,4,Banlieue Sud,1961,0,376500
77,3,Quartier Résidentiel,1956,1,307100
129,5,Banlieue Nord,1986,0,396200
146,5,Zone Industrielle,2010,1,339400
126,3,Banlieue Nord,1993,0,403800
50,1,Centre-Ville,1967,1,285800
67,2,Quartier Résidentiel,1963,1,285000
133,5,Banlieue Sud,1988,0,355300
77,3,Banlieue Nord,1998,1,234600
35,1,Banlieue Nord,1985,1,111300
105,3,Zone Industrielle,2000,1,252200
174,7,Quartier Résidentiel,1977,1,793600
87,3,Quartier Résidentiel,2018,0,377000
124,4,Quartier Résidentiel,1979,1,498700
249,9,Banlieue Nord,1953,1,718000
64,2,Quartier Résidentiel,2020,1,311700
110,3,Banlieue Sud,2024,0,369800
180,6,Banlieue Sud,2018,1,537300
182,7,Banlieue Sud,1984,1,529600
104,5,Centre-Ville,1987,1,602500
106,4,Banlieue Nord,1958,0,267300
89,3,Quartier Résidentiel,1996,1,390000
35,2,Centre-Ville,2001,1,198400
51,2,Banlieue Nord,1953,1,176200
276,9,Banlieue Nord,1972,1,970500
94,3,Banlieue Sud,2015,0,305500
177,7,Centre-Ville,1986,0,965500
144,6,Banlieue Nord,1950,0,450900
51,1,Quartier Résidentiel,1993,0,198100
163,6,Quartier Résidentiel,2003,1,764800
121,4,Quartier Résidentiel,1984,0,526000
81,1,Quartier Résidentiel,2010,0,304200
86,3,Banlieue Nord,2002,0,257600
77,3,Centre-Ville,1977,1,477700
116,5,Banlieue Sud,1951,1,374600
145,6,Quartier Résidentiel,1958,0,464500
148,6,Banlieue Sud,2000,1,460800
72,3,Centre-Ville,1986,0,371200
102,3,Centre-Ville,1976,0,535000
183,7,Banlieue Sud,1991,1,577300
218,8,Centre-Ville,1981,1,1105200
126,4,Banlieue Nord,2008,0,425400
53,3,Banlieue Nord,1971,0,156800
104,3,Banlieue Nord,1987,1,365800
81,2,Centre-Ville,1955,1,377700
247,8,Banlieue Sud,2019,1,821600
233,10,Banlieue Nord,1987,1,696200
64,3,Quartier Résidentiel,1956,1,239200
100,3,Banlieue Sud,1996,1,255700
63,3,Quartier Résidentiel,1962,1,229600
55,2,Zone Industrielle,1977,0,88800
26,1,Quartier Résidentiel,2015,0,93800
90,3,Zone Industrielle,1952,1,181200
101,3,Quartier Résidentiel,2012,0,337700
114,4,Banlieue Sud,2005,1,384700
139,4,Banlieue Sud,1995,0,401100
349,10,Zone Industrielle,2015,0,703900
155,6,Quartier Résidentiel,1988,1,537700
48,1,Centre-Ville,2013,0,281100
26,1,Banlieue Sud,1965,0,57900
94,3,Quartier Résidentiel,2015,1,380300
92,3,Quartier Résidentiel,2017,0,351600
44,1,Banlieue Sud,1950,0,106600
70,2,Centre-Ville,1962,1,368200
70,3,Quartier Résidentiel,1978,1,257800
86,3,Quartier Résidentiel,1987,1,371900
54,2,Quartier Résidentiel,1980,1,200800
90,3,Zone Industrielle,2006,1,183400
31,1,Zone Industrielle,1953,1,65500
200,8,Zone Industrielle,2004,1,386000
57,2,Banlieue Sud,1993,0,176100
169,6,Banlieue Sud,1999,1,452800
105,3,Banlieue Sud,1965,1,262000
56,2,Zone Industrielle,2009,0,127600
66,1,Centre-Ville,1974,1,369900
181,6,Zone Industrielle,1977,0,336600
148,6,Centre-Ville,1952,0,647100
29,1,Quartier Résidentiel,1995,1,1319000
125,4,Banlieue Sud,1974,0,336500
49,1,Zone Industrielle,1975,0,72500
63,2,Quartier Résidentiel,1970,1,252100
29,1,Quartier Résidentiel,2021,0,124000
92,4,Quartier Résidentiel,1991,0,305600
318,10,Quartier Résidentiel,1975,0,1056300
68,2,Zone Industrielle,1997,0,142800
184,7,Banlieue Nord,1964,1,542700
41,1,Banlieue Sud,1967,0,107800
72,2,Quartier Résidentiel,1999,0,232500
117,4,Banlieue Sud,1953,1,292500
51,2,Quartier Résidentiel,1964,1,199600
143,5,Quartier Résidentiel,1963,0,622400
72,2,Zone Industrielle,1973,0,128900
106,4,Quartier Résidentiel,2001,0,394000
31,1,Quartier Résidentiel,1961,0,109200
86,3,Centre-Ville,1956,1,425500
63,2,Quartier Résidentiel,1962,1,261700
52,2,Banlieue Sud,1971,1,174100
219,9,Banlieue Nord,2012,0,626200
24,1,Banlieue Nord,1952,1,87600
52,3,Banlieue Nord,1977,0,159400
51,2,Centre-Ville,1990,0,286500
104,3,Quartier Résidentiel,1997,0,384600
58,2,Banlieue Sud,1977,1,162900
60,1,Banlieue Sud,1964,1,181900
96,3,Zone Industrielle,1958,0,169000
99,3,Quartier Résidentiel,2018,0,421500
56,1,Banlieue Nord,2017,0,154300
73,2,Banlieue Sud,1969,1,229800
168,5,Centre-Ville,2005,1,1029300
78,3,Banlieue Sud,1958,0,188900
59,2,Banlieue Nord,1998,0,195000
206,7,Quartier Résidentiel,2019,1,865700
46,2,Banlieue Sud,1971,0,127100
236,10,Banlieue Sud,2018,1,710100
168,7,Banlieue Sud,2010,1,506200
146,5,Banlieue Sud,2007,1,506200
60,1,Banlieue Sud,2024,1,193000
89,4,Quartier Résidentiel,2010,0,441900
133,5,Zone Industrielle,1973,1,279900
85,4,Banlieue Sud,1979,0,241100
100,3,Banlieue Nord,2011,1,400100
102,4,Centre-Ville,1967,0,467200
81,3,Quartier Résidentiel,1954,0,290100
155,5,Quartier Résidentiel,2013,1,763100
172,7,Centre-Ville,2020,0,1187900
103,4,Banlieue Nord,1974,1,296400
66,2,Centre-Ville,2011,1,340100
43,2,Banlieue Sud,1988,0,125200
185,6,Quartier Résidentiel,1977,1,596700
46,2,Banlieue Nord,2011,1,162500
60,2,Banlieue Sud,2020,1,205300
103,4,Centre-Ville,2020,0,590000
115,5,Banlieue Sud,1989,0,322100
124,5,Banlieue Sud,1987,0,273900
162,6,Banlieue Sud,1993,1,457600
130,5,Banlieue Sud,1984,1,373600
52,2,Banlieue Sud,1995,1,204900
118,5,Banlieue Sud,1986,1,308300
47,2,Banlieue Nord,2013,0,144000
64,2,Quartier Résidentiel,1953,1,242900
47,1,Quartier Résidentiel,1989,0,162500
72,2,Centre-Ville,1995,1,408000
113,4,Centre-Ville,1961,1,555800
68,2,Quartier Résidentiel,1987,0,248100
65,3,Quartier Résidentiel,2022,1,304300
35,1,Banlieue Sud,2008,1,130700
70,2,Quartier Résidentiel,2024,1,329600
66,2,Banlieue Nord,2011,1,236700
62,2,Banlieue Nord,1984,0,210500
49,2,Banlieue Sud,2012,1,152400
67,2,Banlieue Nord,2015,0,219500
53,1,Quartier Résidentiel,1963,1,165300
223,9,Quartier Résidentiel,2024,0,868500
196,7,Quartier Résidentiel,1999,0,636500
142,5,Banlieue Nord,1987,0,380700
62,2,Quartier Résidentiel,1966,0,231400
84,3,Banlieue Sud,2017,1,236900
32,1,Centre-Ville,2023,1,234500
46,2,Banlieue Sud,1956,1,139100
93,4,Banlieue Sud,1988,0,269000
90,3,Centre-Ville,2001,1,488400
96,3,Banlieue Sud,1958,0,262400
29,1,Banlieue Sud,1963,0,83300
157,6,Quartier Résidentiel,1981,1,612400
73,2,Banlieue Sud,1996,0,219000
78,2,Quartier Résidentiel,1982,0,297400
96,3,Banlieue Sud,1987,0,277200
77,3,Centre-Ville,2015,1,482200
57,2,Banlieue Sud,2008,1,187400
151,6,Centre-Ville,2015,1,979900
150,6,Centre-Ville,1952,1,638900
,7,Centre-Ville,1965,1,1125600
82,3,Banlieue Sud,1976,1,245600
144,5,Centre-Ville,1987,1,821600
48,1,Quartier Résidentiel,1995,1,238400
61,2,Banlieue Nord,2005,1,155200
152,5,Zone Industrielle,1952,1,305700
120,5,Banlieue Nord,1990,0,343000
22,1,Quartier Résidentiel,2023,0,94100
64,2,Banlieue Sud,1953,1,168000
62,2,Centre-Ville,1989,1,335000
52,1,Banlieue Nord,1956,1,143400
134,6,Banlieue Sud,1963,0,332500
124,4,Quartier Résidentiel,1971,1,482800
208,8,Quartier Résidentiel,2009,0,888200
30,1,Banlieue Sud,1979,1,90400
123,5,Banlieue Sud,1984,1,356300
29,1,Centre-Ville,1951,1,1860000
92,3,Quartier Résidentiel,2018,1,349700
212,9,Banlieue Nord,1968,1,655300
159,6,Banlieue Nord,1957,1,463500
35,1,Banlieue Sud,1976,1,108600
169,6,Banlieue Sud,1989,1,424400
52,1,Zone Industrielle,2020,0,143100
47,1,Banlieue Sud,1999,1,105300
168,6,Quartier Résidentiel,1963,0,687300
26,1,Quartier Résidentiel,1963,1,93600
106,4,Banlieue Sud,1985,0,311500
45,2,Banlieue Sud,2010,0,115000
103,3,Quartier Résidentiel,1954,0,396600
77,3,Centre-Ville,1970,1,384100
45,1,Banlieue Nord,1978,0,135400
97,3,Quartier Résidentiel,2010,0,383300
37,1,Banlieue Sud,1962,0,81000
114,3,Centre-Ville,1968,0,517800
21,1,Quartier Résidentiel,2019,0,84400
54,2,Quartier Résidentiel,1973,0,187200
106,3,Centre-Ville,1981,1,578400
30,1,Banlieue Sud,1960,1,90900
129,6,Quartier Résidentiel,1980,1,519500
74,2,Zone Industrielle,1985,1,181600
144,6,Quartier Résidentiel,1976,1,485800
65,1,Banlieue Nord,1966,0,159900
74,3,Quartier Résidentiel,2022,0,260700
43,2,Quartier Résidentiel,1976,0,145300
41,1,Banlieue Sud,2021,0,142100
72,1,Zone Industrielle,2019,1,182200
114,4,Centre-Ville,2004,1,761000
44,1,Quartier Résidentiel,1997,1,177900
99,4,Banlieue Nord,1995,1,296500
81,2,Banlieue Sud,2022,0,248800
67,3,Quartier Résidentiel,1965,1,304400
139,4,Quartier Résidentiel,1996,1,485400
138,5,Banlieue Sud,1989,0,393200
115,4,Zone Industrielle,1962,1,211500
66,2,Banlieue Sud,1994,1,215000
50,2,Zone Industrielle,1975,0,81500
39,1,Zone Industrielle,1987,0,75600
60,2,Zone Industrielle,2007,1,145100
62,2,Quartier Résidentiel,2011,1,287600
39,1,Banlieue Sud,1976,1,128400
25,1,Banlieue Sud,2008,1,86800
132,5,Centre-Ville,1960,0,619900
199,8,Centre-Ville,2016,0,1215200
229,9,Banlieue Sud,1999,0,588500
43,2,Banlieue Sud,1994,1,137600
48,1,Banlieue Nord,1952,0,152600
241,9,Quartier Résidentiel,2023,1,1146700
58,1,Centre-Ville,1975,1,415700
111,4,Banlieue Sud,1998,0,379700
81,3,Banlieue Nord,2002,1,281800
67,3,Banlieue Sud,1976,1,201200
77,3,Centre-Ville,1997,1,440800
66,2,Banlieue Sud,2003,1,180300
44,1,Quartier Résidentiel,1951,1,200400
48,1,Banlieue Sud,2011,1,162100
59,2,Centre-Ville,1982,1,295900
266,10,Quartier Résidentiel,2015,0,1127800
86,3,Banlieue Sud,1973,1,297200
47,1,Banlieue Nord,1991,0,168800
114,4,Banlieue Nord,1992,1,390700
47,1,Banlieue Sud,2016,1,134300
130,5,Quartier Résidentiel,2004,0,506500
109,3,Banlieue Nord,1983,1,350700
,3,Zone Industrielle,1997,1,175400
47,1,Quartier Résidentiel,1997,1,201900
60,2,Banlieue Nord,2023,1,193900
146,4,Centre-Ville,1997,1,821600
134,5,Banlieue Sud,1990,1,343100
66,2,Quartier Résidentiel,1994,1,258700
71,3,Centre-Ville,2021,0,364600
32,1,Banlieue Nord,2013,1,123700
132,5,Quartier Résidentiel,1986,0,476100
135,5,Centre-Ville,2016,1,855700
226,8,Banlieue Nord,1983,0,643900
34,1,Banlieue Nord,1990,1,109200
202,7,Banlieue Sud,2015,1,580500
123,5,Banlieue Sud,1987,1,298500
73,4,Centre-Ville,1996,1,465000
198,8,Quartier Résidentiel,1958,0,691400
75,2,Centre-Ville,2022,0,440000
60,2,Quartier Résidentiel,1957,1,213300
67,2,Banlieue Nord,1965,1,219200
130,5,Banlieue Sud,2012,0,362400
46,2,Banlieue Sud,1997,1,148400
45,1,Quartier Résidentiel,2010,1,189900
178,6,Zone Industrielle,1963,0,315900
56,2,Banlieue Nord,2023,1,233100
21,2,Zone Industrielle,1960,1,42700
49,1,Centre-Ville,1968,1,272600
183,7,Quartier Résidentiel,1966,1,614500
83,3,Banlieue Sud,1970,1,255100
188,7,Centre-Ville,1984,0,1174200
90,3,Banlieue Nord,1971,1,289800
77,3,Quartier Résidentiel,2013,1,328000
100,4,Banlieue Nord,1953,1,300400
82,3,Quartier Résidentiel,1987,1,356700
71,1,Zone Industrielle,2004,0,165600
165,7,Banlieue Nord,1984,0,531500
105,3,Banlieue Sud,1973,1,293300
247,9,Banlieue Nord,1990,1,924600
88,3,Quartier Résidentiel,1959,1,354100
45,1,Quartier Résidentiel,1989,0,173500
45,1,Quartier Résidentiel,2021,0,186300
54,1,Banlieue Sud,2005,0,154100
74,1,Banlieue Sud,1982,0,181500
58,2,Banlieue Nord,1991,0,169900
92,3,Quartier Résidentiel,2022,1,434200
70,2,Zone Industrielle,2007,0,148400
48,2,Banlieue Sud,1979,1,166200
64,2,Banlieue Sud,2007,0,193900
,1,Banlieue Nord,1971,0,199300
131,5,Banlieue Nord,2023,1,473100
157,6,Centre-Ville,1953,1,830200
45,1,Quartier Résidentiel,1983,1,191500
80,3,Zone Industrielle,1969,1,169200
55,1,Centre-Ville,1951,0,283600
197,8,Centre-Ville,2012,1,1018400
72,2,Centre-Ville,1964,1,380400
61,2,Quartier Résidentiel,1978,1,262100
83,3,Quartier Résidentiel,1970,0,249300
48,1,Banlieue Sud,1954,0,112800
50,1,Quartier Résidentiel,2007,1,233100
86,3,Banlieue Sud,2012,0,222900
77,3,Quartier Résidentiel,1959,1,268000
42,1,Zone Industrielle,1954,1,96300
80,2,Banlieue Nord,1973,0,229000
78,3,Zone Industrielle,1996,1,197800
202,8,Centre-Ville,2018,0,1251000
147,5,Banlieue Nord,1961,1,404700
87,2,Centre-Ville,1969,0,480800
,1,Zone Industrielle,1967,0,44700
92,4,Banlieue Nord,1978,1,241200
35,2,Centre-Ville,1954,1,196200
199,7,Quartier Résidentiel,1998,0,769400
199,7,Quartier Résidentiel,1961,0,714600
194,7,Centre-Ville,2009,0,1006800
103,4,Centre-Ville,2001,1,582600
42,1,Banlieue Nord,1999,1,151100
27,1,Banlieue Nord,1963,1,88700
83,3,Banlieue Nord,1962,1,289300
113,4,Centre-Ville,1985,0,757700
65,2,Quartier Résidentiel,2021,1,313700
